Time,Bangui,Bangassou,Mobaye,Sibut,Bouar,Bossangoa,Nola,Mbaiki,Bimbo,Bozoum,Obo,Bambari,Bria,Ndele,Birao,Kaga Bandoro,Berberati,Melego,Rafai,Ippy,Mbres,Bossembele,Yaloke,Katakpo,Banga,Kago,Yapara,Beboura III,Gamboula,Baboua,Belom,Dosseye,East,Adamaoua,Monga,Mole,Gbadolite,Inke,Betou,Brazaville
249,7305,993,1362,5274,2639,2647,2732,4187,4385,3533,174,1457,1706,966,308,7925,5053,2359,853,4893,3594,8281,6952,7474,6277,4418,6973,4214,2262,3178,19175,12449,71597,24631,21982,131,10327,1122,9825,6253
250,7233,969,1337,5090,2586,2716,2895,4024,4078,3287,188,1512,1702,952,353,7992,4903,2327,870,4785,3641,8130,6890,7571,6383,4425,7064,4060,2317,3012,19192,12449,72104,24859,22200,131,10417,1135,9825,6288
251,6811,962,1307,5036,2514,2518,2981,3960,3842,3243,179,1520,1683,967,367,8000,4901,2327,922,4823,3661,7974,6842,7609,6478,4417,7221,3961,2374,2870,19177,12449,72636,25072,22376,131,10501,1145,9825,6336
252,6538,1027,1369,5024,2427,2536,3008,3730,3767,3054,180,1433,1639,1028,352,8165,4838,2242,910,4872,3659,7825,6782,7733,6538,4431,7154,3870,2400,2735,19182,12449,73165,25292,22545,134,10564,1153,9825,6369
253,6436,1028,1344,4997,2364,2465,2985,3637,3630,3130,187,1519,1720,1063,372,8158,4883,2218,906,4766,3669,7623,6696,7857,6498,4454,7189,3682,2476,2622,19179,12449,73670,25460,22756,134,10644,1163,9825,6403
254,6403,978,1348,4753,2331,2399,3082,3504,3510,3076,201,1417,1703,1102,359,8201,4828,2248,931,4790,3682,7443,6632,7872,6611,4510,7251,3637,2474,2561,19185,12449,74228,25609,22953,135,10728,1168,9825,6453
255,6064,957,1336,4735,2282,2390,3145,3387,3519,2980,197,1398,1648,1071,415,8190,4842,2195,940,4900,3665,7384,6445,7881,6736,4587,7289,3577,2448,2508,19175,12449,74730,25774,23165,135,10833,1177,9825,6509
256,5987,961,1340,4666,2280,2369,3190,3376,3335,2903,206,1403,1657,1111,411,8098,4867,2137,927,4870,3705,7343,6304,7919,6702,4591,7376,3488,2448,2492,19199,12449,75193,25934,23337,136,10916,1186,9825,6559
257,5970,932,1291,4702,2200,2350,3174,3233,3268,2870,216,1368,1737,1122,434,8099,4862,2166,921,4745,3665,7093,6197,8049,6736,4655,7444,3403,2448,2446,19178,12449,75710,26080,23534,138,11006,1191,9825,6602
258,5715,955,1309,4626,2190,2338,3226,3123,3280,2788,209,1298,1768,1181,423,8214,4894,2117,925,4653,3686,7051,6104,8043,6779,4675,7409,3365,2386,2351,19183,12449,76229,26250,23731,138,11081,1202,9825,6653
259,5824,948,1268,4595,2028,2287,3243,3008,3224,2707,195,1368,1759,1178,423,8171,4893,2102,927,4619,3767,6868,5973,8083,6752,4760,7396,3326,2398,2290,19182,12449,76737,26408,23916,140,11186,1206,9825,6706
260,5567,990,1215,4467,2025,2300,3324,2973,3103,2688,202,1317,1699,1182,415,8136,4929,2114,914,4599,3851,6841,5868,8015,6690,4671,7496,3245,2409,2188,19184,12449,77258,26538,24074,141,11270,1217,9825,6746
261,5398,1010,1235,4336,1936,2286,3305,2880,3046,2597,202,1323,1716,1209,424,8120,4921,2050,931,4517,3841,6682,5798,8020,6749,4615,7528,3270,2453,2130,19180,12449,77706,26684,24243,142,11361,1227,9825,6790
262,5366,1029,1233,4211,1911,2210,3256,2836,3004,2566,179,1261,1653,1226,423,8146,4939,2031,926,4566,3792,6429,5736,7985,6646,4659,7538,3229,2501,2099,19192,12449,78166,26808,24441,142,11444,1237,9825,6845
263,5303,1001,1200,4241,1973,2172,3260,2795,2943,2532,195,1249,1717,1184,435,8093,4967,1964,918,4505,3886,6289,5651,7939,6635,4624,7627,3105,2460,2039,19173,12449,78642,26964,24652,143,11529,1242,9825,6892
264,5215,1000,1141,4206,1886,2194,3255,2829,2841,2584,201,1298,1707,1226,434,8124,4836,2001,878,4439,3808,6199,5557,7823,6782,4589,7585,3016,2478,1992,19190,12449,79118,27091,24844,145,11625,1250,9825,6932
265,5064,954,1131,4180,1857,2094,3238,2726,2874,2514,195,1233,1639,1189,475,8081,4823,2006,920,4460,3821,6115,5540,7843,6789,4547,7628,3032,2398,1999,19178,12449,79573,27217,25064,145,11706,1262,9825,6989
266,5114,973,1153,4196,1802,2062,3245,2718,2813,2343,180,1230,1593,1215,460,8050,4827,1956,921,4452,3774,5987,5496,7814,6800,4543,7642,2994,2358,1951,19179,12449,80023,27355,25235,146,11770,1269,9825,7040
267,5007,931,1157,4095,1764,1997,3263,2706,2824,2444,200,1200,1623,1221,465,8032,4715,1941,899,4424,3727,5947,5326,7833,6824,4660,7580,2902,2324,1897,19189,12449,80463,27472,25424,146,11846,1281,9825,7083
268,4987,943,1123,4036,1791,2001,3211,2673,2739,2349,179,1239,1623,1197,472,7977,4697,1900,954,4389,3753,5793,5335,7842,6669,4620,7602,2850,2436,1857,19175,12449,80869,27610,25597,147,11930,1298,9825,7122
269,4855,957,1086,3887,1741,2068,3165,2637,2742,2330,178,1203,1594,1191,474,8020,4693,1926,912,4471,3737,5686,5238,7834,6614,4581,7619,2802,2420,1890,19189,12449,81285,27728,25757,145,11995,1309,9825,7179
270,4864,952,1124,3915,1725,1967,3185,2663,2627,2278,183,1122,1568,1135,505,7983,4697,1839,872,4488,3757,5684,5128,7698,6583,4623,7613,2749,2435,1869,19173,12449,81723,27848,25944,145,12074,1317,9825,7236
271,4522,961,1113,3804,1667,1953,3188,2564,2657,2370,174,1143,1618,1140,471,7948,4657,1849,877,4378,3823,5721,5031,7674,6601,4632,7604,2713,2441,1856,19193,12449,82164,27943,26111,147,12134,1326,9825,7276
272,4641,959,1108,3801,1679,1971,3208,2594,2497,2212,193,1169,1602,1147,478,7854,4578,1808,839,4358,3813,5537,4992,7643,6526,4584,7640,2712,2495,1846,19175,12449,82584,28059,26277,148,12213,1332,9825,7325
273,4690,946,1106,3879,1832,1912,3229,2606,2822,2338,187,1240,1584,1203,442,7851,4669,1833,863,4373,3766,5541,4931,7518,6489,4590,7589,2745,2450,1845,19190,12449,83077,28178,26473,153,12278,1339,9825,7377
274,4892,928,1092,3891,1698,1987,3231,2599,2497,2307,180,1201,1579,1223,463,7753,4640,1807,867,4407,3755,5493,4852,7494,6466,4562,7559,2676,2459,1868,19173,12449,83485,28304,26648,155,12350,1349,9825,7419
275,4603,919,1087,3866,1736,1988,3168,2560,2686,2189,184,1194,1538,1273,419,7865,4639,1785,893,4387,3795,5420,4860,7577,6357,4578,7363,2616,2447,1812,19191,12449,83869,28434,26796,156,12407,1368,9825,7459
276,4645,888,1068,3821,1705,1986,3192,2591,2519,2182,177,1158,1504,1248,442,7917,4648,1819,867,4385,3774,5370,4819,7482,6305,4547,7290,2615,2392,1821,19180,12449,84290,28536,26979,159,12466,1379,9825,7493
277,4507,905,1066,3730,1687,1855,3126,2522,2529,2225,180,1108,1570,1241,463,8002,4574,1816,827,4356,3746,5438,4691,7464,6338,4498,7270,2572,2393,1810,19189,12449,84741,28646,27126,161,12524,1391,9825,7547
278,4490,951,1049,3729,1621,1963,3114,2454,2559,2110,193,1093,1587,1284,452,7911,4508,1743,799,4256,3798,5300,4722,7349,6371,4432,7327,2515,2419,1792,19176,12449,85145,28744,27288,163,12606,1400,9825,7596
279,4441,942,1038,3708,1664,1879,3076,2453,2431,2102,180,1182,1587,1268,454,7834,4490,1701,842,4170,3851,5158,4703,7372,6283,4448,7320,2481,2404,1772,19187,12449,85566,28841,27444,163,12695,1410,9825,7644
280,4387,956,1020,3597,1562,1928,3071,2414,2398,2203,188,1109,1543,1243,489,7814,4470,1679,818,4212,3839,5126,4635,7285,6294,4495,7307,2417,2400,1754,19175,12449,85944,28941,27611,163,12765,1420,9825,7687
281,4185,943,980,3675,1586,1789,3084,2388,2431,2098,199,1127,1559,1217,486,7723,4421,1679,821,4159,3831,5126,4524,7365,6172,4419,7372,2459,2321,1718,19193,12449,86386,29057,27763,165,12835,1430,9825,7727
282,4280,896,973,3601,1564,1767,3044,2330,2280,2000,205,1142,1593,1202,488,7761,4395,1701,811,4070,3808,5021,4536,7312,6220,4466,7305,2403,2289,1625,19175,12449,86791,29185,27935,165,12908,1440,9825,7780
283,4123,901,987,3622,1453,1805,2965,2312,2352,1943,212,1039,1583,1233,487,7635,4440,1728,828,4085,3733,4962,4556,7265,6199,4351,7351,2371,2237,1639,19183,12449,87172,29294,28077,165,12960,1451,9825,7822
284,4039,896,988,3598,1462,1743,2977,2242,2293,1929,204,1047,1528,1261,479,7606,4410,1689,825,4117,3635,4958,4411,7264,6158,4369,7291,2399,2248,1688,19183,12449,87502,29376,28235,168,13021,1460,9825,7857
285,4006,852,990,3557,1434,1763,3005,2272,2150,1986,190,1042,1561,1263,490,7521,4273,1696,857,4047,3585,4848,4352,7182,6138,4299,7372,2357,2247,1709,19182,12449,87900,29470,28394,169,13071,1470,9825,7891
286,3971,853,975,3531,1462,1697,2978,2188,2171,1912,188,1038,1543,1264,503,7613,4243,1682,876,3934,3605,4860,4266,7095,6138,4373,7169,2307,2220,1666,19177,12449,88299,29570,28529,170,13136,1482,9825,7942
287,3878,808,962,3450,1456,1773,2967,2157,2162,1897,196,973,1525,1281,477,7604,4297,1717,850,3973,3561,4716,4259,7054,6017,4314,7108,2343,2211,1660,19185,12449,88644,29660,28681,174,13195,1495,9825,7981
288,3840,819,967,3414,1402,1729,2938,2132,2151,1900,190,1058,1460,1294,458,7630,4242,1645,880,3931,3541,4698,4138,6959,6036,4323,6968,2349,2197,1624,19183,12449,89023,29781,28822,176,13266,1504,9825,8019
289,3853,842,956,3453,1371,1631,2868,2134,2082,1871,187,991,1460,1306,430,7458,4252,1647,837,3880,3536,4605,4155,6846,6050,4330,7025,2342,2217,1607,19186,12449,89378,29874,28958,178,13333,1517,9825,8067
290,3763,826,954,3414,1335,1677,2861,2063,2122,1847,180,1014,1490,1229,486,7499,4172,1634,802,3786,3509,4545,4072,6803,6016,4205,7066,2310,2209,1562,19175,12449,89809,29964,29127,181,13403,1535,9825,8094
291,3797,817,921,3325,1408,1649,2828,2062,2051,1841,182,1035,1442,1221,472,7455,4282,1632,794,3848,3478,4536,4058,6705,5865,4168,7060,2298,2169,1531,19191,12449,90144,30064,29276,184,13459,1545,9825,8133
292,3804,860,923,3330,1350,1621,2818,2049,2082,1913,177,1027,1382,1172,497,7468,4181,1601,776,3877,3518,4423,4060,6750,5776,4104,7009,2224,2183,1508,19174,12449,90505,30144,29393,185,13520,1553,9825,8176
293,3715,832,917,3379,1375,1715,2793,2077,2095,1800,169,1024,1389,1188,479,7391,4042,1570,775,3847,3525,4410,4022,6632,5847,4124,6897,2185,2234,1501,19189,12449,90855,30239,29525,187,13585,1562,9825,8209
294,3787,814,919,3371,1288,1573,2720,2096,2049,1796,156,1010,1396,1163,475,7344,4072,1556,764,3814,3592,4435,3980,6742,5642,4022,6984,2189,2230,1505,19172,12449,91203,30320,29662,187,13636,1580,9825,8243
295,3746,818,916,3323,1350,1633,2685,2096,2083,1703,157,1005,1390,1194,465,7263,4066,1562,775,3840,3473,4334,3935,6677,5669,4107,6917,2153,2182,1475,19189,12449,91566,30385,29793,190,13696,1588,9825,8263
296,3642,848,901,3323,1327,1648,2721,2036,2082,1790,156,1055,1402,1177,500,7171,4032,1545,761,3805,3414,4277,3923,6572,5611,4145,6859,2134,2192,1479,19180,12449,91915,30459,29910,191,13758,1601,9825,8295
297,3633,841,915,3279,1254,1531,2700,2078,1986,1790,154,987,1371,1152,491,7129,4074,1529,760,3812,3425,4337,3894,6494,5551,4100,6872,2139,2155,1424,19184,12449,92282,30550,30058,191,13801,1619,9825,8295
298,3501,852,903,3222,1229,1622,2685,2023,2052,1711,145,929,1375,1153,473,7140,3975,1536,766,3817,3403,4296,3818,6490,5569,4044,6832,2116,2147,1414,19177,12449,92646,30625,30172,192,13860,1632,9825,8295
299,3582,830,880,3209,1255,1551,2663,1986,1934,1670,155,1001,1387,1179,462,7121,3932,1521,762,3712,3367,4232,3778,6499,5577,4034,6761,2090,2099,1354,19187,12449,92993,30724,30302,196,13918,1639,9825,8295
300,3523,847,889,3209,1228,1501,2628,1991,1995,1676,168,932,1388,1157,504,6960,3941,1524,718,3722,3283,4133,3731,6453,5597,4056,6769,2103,2077,1340,19173,12449,93307,30791,30418,196,13963,1651,9825,8295
301,3515,827,922,3128,1233,1553,2643,2000,1918,1593,166,946,1340,1140,471,6915,3926,1447,724,3736,3319,4095,3708,6379,5517,3967,6777,2068,2100,1386,19184,12449,93593,30849,30571,197,14019,1670,9825,8295
302,3391,821,854,3160,1239,1508,2699,2012,1942,1621,170,986,1379,1137,464,6913,3906,1468,726,3631,3254,4089,3633,6248,5558,3904,6788,2105,2089,1366,19182,12449,93917,30914,30706,198,14082,1683,9825,8295
303,3519,822,824,3099,1217,1559,2690,1982,1917,1633,157,920,1354,1078,483,6869,3808,1449,750,3657,3293,4025,3634,6215,5533,3887,6691,2096,2095,1368,19176,12449,94263,30996,30845,203,14148,1689,9825,8295
304,3337,786,804,3048,1219,1521,2695,1937,2008,1751,133,961,1324,1076,457,6870,3855,1477,785,3664,3316,3954,3651,6233,5362,3954,6507,2065,2072,1369,19189,12449,94585,31062,30975,206,14191,1699,9825,8295
305,3478,798,798,3057,1237,1487,2667,1978,1795,1682,148,950,1307,1112,463,6926,3765,1451,740,3639,3270,3999,3636,6167,5413,3987,6323,2073,2062,1332,19177,12449,94928,31138,31114,207,14239,1709,9825,8295
306,3336,812,818,3004,1248,1499,2614,1944,1983,1679,163,930,1311,1097,477,6766,3718,1419,714,3584,3295,4058,3545,6171,5340,3928,6404,2047,2065,1298,19183,12449,95274,31229,31246,208,14284,1715,9825,8295
307,3517,793,861,3040,1178,1529,2648,1968,1807,1637,165,928,1327,1111,448,6660,3670,1345,718,3508,3291,3978,3630,6118,5354,3854,6459,1981,1962,1318,19176,12449,95615,31294,31394,211,14347,1720,9825,8295
308,3342,807,850,3009,1176,1505,2588,1848,1964,1663,164,863,1333,1137,423,6585,3660,1344,701,3493,3290,3999,3637,6177,5306,3835,6445,1951,1970,1322,19193,12449,95898,31364,31519,215,14401,1737,9825,8295
309,3323,800,849,2987,1189,1453,2524,1839,1802,1596,164,895,1388,1128,419,6603,3687,1349,692,3422,3275,3950,3690,6112,5287,3808,6367,1970,1966,1295,19173,12449,96246,31427,31630,218,14436,1755,9825,8295
310,3252,789,823,3019,1134,1478,2526,1798,1793,1609,175,868,1363,1132,421,6597,3647,1345,704,3386,3247,3928,3578,6033,5289,3820,6231,1961,1998,1309,19190,12449,96547,31487,31773,219,14471,1774,9825,8295
311,3187,782,809,2994,1137,1405,2514,1836,1730,1555,167,873,1332,1145,432,6574,3632,1322,697,3400,3228,3931,3605,6006,5248,3746,6181,1937,2000,1292,19173,12449,96847,31551,31905,221,14534,1786,9825,8295
312,3185,774,802,2909,1159,1443,2552,1778,1776,1484,166,833,1259,1130,427,6569,3667,1359,674,3480,3197,3874,3567,5977,5147,3732,6072,1899,1956,1279,19190,12449,97155,31605,32035,222,14584,1797,9825,8295
313,3227,760,805,2885,1108,1413,2539,1765,1783,1605,169,873,1249,1103,465,6588,3634,1311,716,3412,3067,3921,3357,5947,5120,3641,6080,1858,1937,1251,19172,12449,97460,31680,32145,226,14632,1810,9825,8295
314,3223,774,780,2829,1137,1404,2597,1733,1757,1513,158,899,1266,1145,417,6556,3551,1315,695,3316,3055,3863,3371,5910,5101,3651,5977,1842,1966,1243,19199,12449,97726,31749,32271,227,14671,1827,9825,8295
315,3145,738,769,2811,1163,1344,2516,1726,1664,1549,157,798,1243,1147,396,6547,3551,1324,714,3390,3014,3865,3399,5922,5045,3604,5912,1839,2026,1248,19187,12449,97963,31811,32399,230,14717,1841,9825,8295
316,4284,721,775,3109,1929,1524,2465,1873,2986,2203,162,1035,1217,1137,398,6506,3647,1434,692,3557,3036,4100,3491,5904,5044,3609,5946,2103,2004,1385,19181,12449,98277,31887,32515,230,14781,1857,9825,8295
317,5848,724,779,3455,2310,1715,2471,2311,3453,2489,165,1154,1239,1121,406,6559,3909,1567,690,3723,3051,4514,3747,5833,4999,3736,5958,2384,1949,1733,19175,12449,98580,31967,32653,231,14831,1865,9825,8295
318,6640,752,804,3996,2594,1839,2415,2690,4251,2907,149,1353,1279,1082,422,6658,4054,1666,680,3851,3054,4943,3972,5852,5135,3853,5997,2756,2010,2012,19193,12449,98907,32079,32747,235,14875,1882,9825,8295
319,7531,745,850,4389,2974,2107,2354,3147,4652,3271,163,1402,1287,1099,442,6605,4232,1823,702,4146,3102,5375,4298,6061,5151,3938,6109,3030,2018,2318,19176,12449,99261,32192,32858,237,14937,1892,9825,8295
320,8247,802,901,4711,3208,2200,2386,3576,5231,3557,161,1500,1357,1104,457,6859,4392,1959,706,4270,3196,5834,4703,6109,5242,3933,6179,3390,2092,2636,19186,12449,99669,32325,32960,239,14985,1902,9825,8295
321,8941,828,963,5035,3416,2350,2436,3953,5427,3880,155,1700,1437,1103,458,6995,4709,2103,747,4433,3273,6419,5018,6181,5277,4038,6275,3761,2143,2917,19172,12449,100120,32504,33096,241,15022,1928,9825,8295
322,9451,848,972,5324,3757,2633,2478,4240,5917,4085,149,1719,1489,1073,469,7219,4836,2315,783,4695,3239,6840,5408,6424,5402,4130,6429,4098,2201,3147,19185,12449,100601,32686,33239,241,15083,1939,9825,8295
323,8945,895,1035,5387,3122,2608,2565,4443,4930,3603,165,1612,1532,1094,464,7448,4921,2276,791,4670,3296,6933,5742,6518,5566,4213,6456,4062,2227,3380,19177,12449,101083,32874,33393,241,15134,1951,9825,8295
324,7734,897,1099,5310,3016,2536,2631,4381,4666,3578,158,1626,1548,1101,437,7451,4870,2230,857,4642,3444,6911,5950,6682,5738,4294,6539,3989,2326,3290,19187,12449,101599,33088,33549,241,15211,1954,9825,8295
325,7476,963,1132,5258,2697,2482,2704,4264,4239,3280,170,1442,1540,1100,438,7539,4885,2196,868,4663,3539,6906,5918,6927,5813,4272,6684,3975,2342,3194,19177,12449,102168,33324,33697,243,15287,1966,9825,8295
326,7004,1006,1198,5031,2593,2493,2738,4019,4108,3154,188,1491,1575,1123,435,7662,4838,2065,882,4590,3534,6894,5877,7152,5941,4370,6695,3860,2364,3080,19176,12449,102707,33514,33836,248,15352,1983,9825,8295
327,6688,999,1195,4894,2373,2460,2768,3893,3925,3054,181,1458,1576,1172,402,7738,4791,2049,885,4679,3476,6845,5886,7291,6015,4364,6828,3703,2406,2903,19188,12449,103258,33734,34033,249,15431,1994,9825,8295
328,6372,984,1218,4789,2414,2411,2927,3776,3613,2931,193,1388,1656,1149,401,7774,4804,2052,882,4543,3619,6726,5869,7345,6083,4342,6933,3633,2423,2754,19177,12449,103725,33899,34227,253,15508,1999,9825,8295
329,6011,992,1245,4692,2274,2281,2940,3649,3490,3007,196,1397,1638,1158,398,7799,4795,2053,853,4522,3613,6724,5820,7325,6206,4365,7054,3497,2421,2640,19194,12449,104259,34077,34383,254,15569,2009,9825,8295
330,5895,1013,1216,4562,2172,2255,2927,3534,3463,2808,192,1297,1613,1135,434,7848,4778,2097,862,4495,3642,6552,5823,7350,6277,4435,7085,3365,2432,2575,19176,12449,104749,34266,34559,256,15655,2015,9825,8295
331,5824,1033,1262,4483,2095,2245,2922,3412,3189,2727,196,1254,1601,1157,422,7886,4751,2041,864,4491,3566,6481,5717,7455,6329,4468,7204,3259,2440,2466,19190,12449,105252,34422,34718,258,15706,2030,9825,8295
332,5596,1005,1234,4421,2001,2203,2918,3312,3201,2656,194,1259,1587,1130,452,7867,4781,2016,841,4434,3667,6342,5650,7546,6314,4491,7273,3195,2428,2337,19172,12449,105730,34605,34922,259,15784,2041,9825,8295
333,5487,1000,1227,4362,1943,2139,3019,3162,3138,2555,174,1237,1648,1146,423,7843,4722,1982,845,4377,3732,6251,5598,7531,6377,4471,7293,3131,2428,2308,19191,12449,106139,34748,35103,260,15870,2052,9825,8295
334,6341,962,1242,4590,2663,2247,2998,3170,4195,3150,167,1435,1726,1159,437,7981,4851,1992,901,4518,3693,6501,5630,7714,6340,4540,7339,3340,2455,2357,19175,12449,106585,34873,35274,263,15962,2061,9825,8295
335,6706,992,1231,4454,2288,2248,3043,3309,3379,2832,184,1370,1684,1169,463,8058,4862,2014,837,4587,3686,6521,5560,7708,6400,4534,7290,3423,2492,2496,19183,12449,107027,35001,35443,267,16029,2080,9825,8295
336,5804,939,1211,4387,2245,2204,3045,3230,3538,2957,181,1361,1699,1129,477,7996,4788,1992,857,4635,3703,6377,5615,7786,6441,4563,7364,3369,2589,2431,19176,12449,107494,35169,35647,270,16111,2093,9825,8295
337,5936,967,1192,4265,2106,2224,3051,3201,3130,2689,182,1317,1690,1160,456,8052,4770,1993,876,4610,3718,6292,5601,7749,6568,4569,7365,3340,2607,2378,19182,12449,107956,35342,35787,273,16184,2103,9825,8295
338,5507,989,1148,4260,2073,2188,3062,3082,3264,2627,194,1304,1703,1169,440,7965,4811,1993,848,4546,3782,6180,5721,7795,6514,4525,7422,3203,2603,2277,19174,12449,108442,35459,35972,275,16260,2112,9825,8295
339,5469,962,1169,4122,1964,2165,3084,3110,3081,2489,201,1286,1696,1171,424,7989,4861,1964,853,4528,3785,6188,5644,7788,6538,4563,7479,3113,2571,2286,19194,12449,108878,35591,36150,280,16343,2123,9825,8295
340,5267,922,1155,4142,1940,2088,3115,3011,3014,2616,202,1220,1707,1166,431,8062,4812,1948,886,4526,3765,6141,5530,7793,6610,4531,7512,3053,2528,2186,19179,12449,109372,35728,36320,280,16424,2133,9825,8295
341,5174,988,1149,4142,1877,2084,3184,2997,2813,2503,193,1310,1662,1198,429,8059,4881,1919,865,4494,3751,6049,5528,7749,6561,4504,7521,3022,2519,2162,19182,12449,109827,35839,36471,283,16499,2140,9825,8295
342,5126,963,1140,4094,1824,2090,3222,2851,3004,2532,190,1286,1624,1199,417,8033,4790,1945,878,4507,3759,5853,5529,7861,6546,4573,7497,2988,2498,2078,19179,12449,110276,35990,36630,284,16570,2150,9825,8295
343,5166,996,1141,4077,1887,2013,3167,2853,2911,2502,185,1198,1619,1220,402,8069,4809,1906,875,4498,3773,5831,5397,7841,6602,4633,7393,2993,2508,2048,19196,12449,110706,36136,36782,285,16643,2163,9825,8295
344,5065,1001,1139,4107,1846,2070,3188,2830,2917,2433,203,1242,1674,1208,407,8134,4779,1847,872,4413,3779,5798,5259,7836,6622,4574,7359,2979,2521,2074,19182,12449,111145,36256,36935,288,16708,2182,9825,8295
345,5137,1022,1134,4114,1913,2008,3148,2892,2825,2446,189,1218,1694,1202,412,8085,4722,1817,876,4425,3824,5791,5130,7847,6603,4481,7421,2941,2517,1986,19187,12449,111564,36396,37091,290,16767,2205,9825,8295
346,4952,1006,1107,4088,1800,2096,3165,2856,2892,2398,173,1194,1691,1197,414,8031,4795,1798,896,4470,3808,5796,5060,7843,6545,4492,7468,2933,2480,2011,19172,12449,111994,36521,37267,294,16845,2220,9825,8295
347,5041,989,1070,3972,1837,2107,3110,2805,2836,2355,189,1256,1646,1197,428,8121,4769,1786,917,4415,3853,5797,4976,7857,6570,4434,7410,2874,2464,2021,19194,12449,112400,36652,37416,297,16921,2234,9825,8295
348,4977,1004,1055,4049,1788,1948,3079,2738,2888,2391,193,1225,1585,1195,452,8009,4812,1796,896,4465,3873,5775,4984,7854,6542,4491,7411,2844,2460,2048,19177,12449,112795,36774,37552,297,16990,2252,9825,8295
349,4906,1007,1021,4020,1837,2016,3147,2759,2838,2307,203,1200,1624,1214,419,7877,4797,1857,919,4334,3927,5667,5033,7772,6530,4416,7560,2798,2470,2012,19183,12449,113217,36917,37685,298,17062,2263,9825,8295
350,4944,992,1040,3992,1748,1949,3147,2793,2764,2322,194,1184,1585,1224,450,7955,4654,1845,892,4351,3852,5690,4944,7796,6565,4455,7467,2822,2475,2018,19187,12449,113663,37049,37861,299,17118,2274,9825,8295
351,4754,968,1032,3930,1810,2033,3254,2762,2683,2292,188,1171,1585,1197,474,7857,4625,1816,890,4367,3855,5510,5004,7753,6517,4444,7530,2714,2497,1961,19173,12449,114047,37148,38035,302,17172,2296,9825,8295
352,4703,953,1011,3911,1670,1909,3223,2662,2647,2262,192,1094,1566,1186,453,7905,4627,1804,884,4345,3869,5538,4882,7793,6536,4425,7490,2713,2496,1907,19193,12449,114478,37259,38200,306,17247,2307,9825,8295
353,4565,934,1026,3832,1637,1996,3187,2647,2543,2212,189,1109,1512,1168,463,7876,4592,1723,892,4402,3865,5377,4879,7778,6575,4422,7484,2698,2465,1846,19173,12449,114896,37388,38357,307,17313,2318,9825,8295
354,4406,966,999,3797,1685,1817,3179,2596,2548,2133,193,1109,1579,1216,440,7859,4599,1718,865,4297,3851,5353,4799,7701,6586,4399,7482,2666,2481,1845,19193,12449,115288,37484,38509,308,17367,2333,9825,8295
355,4420,905,963,3737,1628,1842,3198,2553,2412,2164,192,1120,1598,1238,454,7805,4607,1742,901,4232,3809,5188,4726,7643,6560,4423,7411,2660,2458,1826,19177,12449,115696,37591,38673,311,17439,2344,9825,8295
356,4330,913,1019,3692,1631,1886,3178,2504,2433,2066,197,1059,1571,1200,475,7777,4478,1706,865,4271,3783,5122,4653,7603,6628,4390,7373,2590,2434,1862,19189,12449,116099,37671,38829,316,17489,2364,9825,8295
357,4295,927,1016,3601,1517,1739,3135,2485,2375,2098,186,1097,1571,1204,486,7824,4442,1681,858,4250,3761,5046,4655,7557,6610,4433,7279,2546,2469,1816,19172,12449,116497,37789,38983,317,17551,2378,9825,8295
358,4232,900,1028,3633,1551,1871,3153,2450,2353,1972,184,1115,1589,1212,501,7716,4533,1656,873,4140,3782,4960,4619,7524,6440,4348,7248,2489,2435,1768,19184,12449,116858,37891,39130,319,17607,2387,9825,8295
359,4147,921,1002,3670,1514,1768,3120,2421,2284,1997,200,1098,1598,1211,526,7611,4404,1622,832,4116,3801,4927,4463,7494,6532,4254,7348,2440,2500,1779,19185,12449,117204,37991,39262,322,17685,2402,9825,8295
360,4113,911,1014,3586,1495,1721,3020,2380,2293,1981,224,1079,1580,1290,467,7669,4413,1612,786,4095,3786,4942,4335,7495,6498,4235,7192,2445,2505,1756,19187,12449,117564,38076,39436,326,17723,2421,9825,8295
361,4110,897,1019,3553,1451,1866,2992,2349,2302,1960,195,1014,1536,1308,483,7596,4332,1600,806,4130,3712,4810,4326,7443,6522,4198,7210,2291,2488,1738,19177,12449,117916,38171,39600,329,17779,2442,9825,8295
362,4011,906,984,3549,1418,1678,3035,2298,2314,2002,187,1071,1537,1301,488,7547,4359,1573,819,4024,3725,4745,4297,7344,6410,4306,7102,2358,2476,1704,19181,12449,118266,38273,39729,331,17845,2458,9825,8295
363,4062,906,950,3573,1437,1744,3041,2250,2255,1840,178,1060,1536,1280,524,7431,4269,1619,812,3966,3699,4648,4252,7334,6382,4243,7088,2342,2474,1631,19185,12449,118663,38379,39883,335,17905,2475,9825,8295
364,3964,924,938,3537,1393,1696,3033,2221,2226,1859,178,1026,1500,1280,513,7447,4283,1621,817,3953,3723,4664,4135,7354,6329,4218,7019,2346,2401,1584,19173,12449,119074,38453,39990,339,17951,2489,9825,8295
365,4045,890,978,3590,1473,1664,2990,2208,2262,1987,185,1032,1496,1296,495,7308,4375,1589,816,3986,3680,4647,4119,7361,6226,4214,6966,2354,2359,1610,19192,12449,119449,38519,40133,343,18014,2500,9825,8295
366,4025,932,952,3538,1561,1742,3005,2251,2293,1964,190,1053,1515,1328,470,7450,4388,1570,772,4055,3554,4583,4103,7296,6166,4264,6825,2410,2358,1625,19179,12449,119845,38593,40250,344,18093,2509,9825,8295
