Day,Al-Anbar sim,Al-Anbar data,Al-Anbar error,Babil sim,Babil data,Babil error,Baghdad sim,Baghdad data,Baghdad error,Al-Basrah sim,Al-Basrah data,Al-Basrah error,Thi Qar sim,Thi Qar data,Thi Qar error,Al-Qadisiyah sim,Al-Qadisiyah data,Al-Qadisiyah error,Diyala sim,Diyala data,Diyala error,Dohuk sim,Dohuk data,Dohuk error,Arbil sim,Arbil data,Arbil error,Halabja sim,Halabja data,Halabja error,Karbala sim,Karbala data,Karbala error,Kirkuk sim,Kirkuk data,Kirkuk error,Misan sim,Misan data,Misan error,Al-Muthanna sim,Al-Muthanna data,Al-Muthanna error,Al-Najaf sim,Al-Najaf data,Al-Najaf error,Nineveh sim,Nineveh data,Nineveh error,Salah Al-Din sim,Salah Al-Din data,Salah Al-Din error,Al-Sulaimaniyah sim,Al-Sulaimaniyah data,Al-Sulaimaniyah error,Wasit sim,Wasit data,Wasit error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,refugees in camps (simulation),refugee_debt
1412,19171,41590.0,0.53904784804,42912,7720.0,4.5585492228,26832,62965.0,0.573858492813,4561,1768.0,1.57975113122,10947,1391.0,6.86987778577,17407,4004.0,3.3474025974,37251,12325.0,2.02239350913,46134,65989.0,0.30088348058,23759,57663.0,0.587968021088,7060,0.0,0.0,25269,10936.0,1.31062545721,9401,62829.0,0.850371643668,3870,894.0,3.3288590604,6412,774.0,7.2842377261,32676,13092.0,1.49587534372,20979,76961.0,0.727407388158,24834,54202.0,0.541825024907,67806,25542.0,1.65468639887,18728,4386.0,3.2699498404,443156.0,505031,446009,0,446009,0
1413,19185,41590.0,0.538711228661,42908,7720.0,4.55803108808,26864,62965.0,0.573350273962,4564,1768.0,1.5814479638,10946,1391.0,6.8691588785,17413,4004.0,3.3489010989,37250,12325.0,2.02231237323,46083,65989.0,0.301656336662,23790,57663.0,0.587430414651,7056,0.0,0.0,25251,10936.0,1.30897951719,9407,62829.0,0.850276146366,3870,894.0,3.3288590604,6418,774.0,7.29198966408,32663,13092.0,1.49488237091,21007,76961.0,0.727043567521,24867,54202.0,0.541216191284,67753,25542.0,1.65261138517,18714,4386.0,3.26675786594,442970.0,505031,446009,0,446009,0
1414,19198,41590.0,0.538398653522,42916,7720.0,4.55906735751,26889,62965.0,0.572953227984,4575,1768.0,1.58766968326,10941,1391.0,6.8655643422,17410,4004.0,3.34815184815,37261,12325.0,2.02320486815,46045,65989.0,0.302232190214,23818,57663.0,0.586944834643,7054,0.0,0.0,25241,10936.0,1.30806510607,9417,62829.0,0.850116984195,3874,894.0,3.33333333333,6414,774.0,7.28682170543,32650,13092.0,1.49388939811,21023,76961.0,0.726835670015,24871,54202.0,0.54114239327,67703,25542.0,1.65065382507,18709,4386.0,3.26561787506,442854.0,505031,446009,0,446009,0
1415,19204,41590.0,0.538254388074,42923,7720.0,4.55997409326,26925,62965.0,0.572381481776,4579,1768.0,1.5899321267,10942,1391.0,6.86628324946,17410,4004.0,3.34815184815,37254,12325.0,2.02263691684,46013,65989.0,0.30271711952,23837,57663.0,0.586615333923,7055,0.0,0.0,25223,10936.0,1.30641916606,9435,62829.0,0.849830492289,3878,894.0,3.33780760626,6416,774.0,7.28940568475,32633,13092.0,1.4925908952,21042,76961.0,0.726588791726,24892,54202.0,0.540754953692,67646,25542.0,1.64842220656,18702,4386.0,3.26402188782,442680.0,505031,446009,0,446009,0
1416,19208,41590.0,0.538158211108,42939,7720.0,4.56204663212,26967,62965.0,0.571714444533,4583,1768.0,1.59219457014,10936,1391.0,6.8619698059,17408,4004.0,3.34765234765,37241,12325.0,2.0215821501,45979,65989.0,0.303232356908,23846,57663.0,0.586459254635,7056,0.0,0.0,25204,10936.0,1.30468178493,9445,62829.0,0.849671330118,3880,894.0,3.34004474273,6419,774.0,7.29328165375,32619,13092.0,1.49152153987,21073,76961.0,0.726185990307,24913,54202.0,0.540367514114,67597,25542.0,1.64650379767,18696,4386.0,3.26265389877,442514.0,505031,446009,0,446009,0
1417,19232,41590.0,0.537581149315,42935,7720.0,4.56152849741,27000,62965.0,0.571190343842,4591,1768.0,1.59671945701,10933,1391.0,6.85981308411,17413,4004.0,3.3489010989,37240,12325.0,2.0215010142,45940,65989.0,0.3038233645,23862,57663.0,0.586181780344,7055,0.0,0.0,25190,10936.0,1.30340160936,9449,62829.0,0.84960766525,3884,894.0,3.34451901566,6414,774.0,7.28682170543,32607,13092.0,1.49060494959,21107,76961.0,0.725744208105,24917,54202.0,0.540293716099,67558,25542.0,1.64497690079,18682,4386.0,3.2594619243,442362.0,505031,446009,0,446009,0
1418,19251,41590.0,0.537124308728,42936,7720.0,4.56165803109,27024,62965.0,0.570809179703,4591,1768.0,1.59671945701,10937,1391.0,6.86268871316,17414,4004.0,3.34915084915,37251,12325.0,2.02239350913,45890,65989.0,0.304581066541,23888,57663.0,0.585730884623,7052,0.0,0.0,25178,10936.0,1.30230431602,9459,62829.0,0.84944850308,3892,894.0,3.35346756152,6411,774.0,7.28294573643,32592,13092.0,1.48945921173,21137,76961.0,0.725354400281,24928,54202.0,0.540090771558,67508,25542.0,1.64301934069,18670,4386.0,3.25672594619,442222.0,505031,446009,0,446009,0
1419,19279,41590.0,0.536451069969,42937,7720.0,4.56178756477,27048,62965.0,0.570428015564,4594,1768.0,1.59841628959,10942,1391.0,6.86628324946,17415,4004.0,3.3494005994,37240,12325.0,2.0215010142,45858,65989.0,0.305065995848,23901,57663.0,0.585505436762,7055,0.0,0.0,25157,10936.0,1.30038405267,9473,62829.0,0.849225676041,3898,894.0,3.36017897092,6410,774.0,7.28165374677,32574,13092.0,1.48808432631,21162,76961.0,0.725029560427,24940,54202.0,0.539869377514,67464,25542.0,1.64129668781,18662,4386.0,3.25490196078,442054.0,505031,446009,0,446009,0
1420,19300,41590.0,0.535946140899,42947,7720.0,4.56308290155,27071,62965.0,0.570062733265,4597,1768.0,1.60011312217,10948,1391.0,6.87059669303,17413,4004.0,3.3489010989,37237,12325.0,2.02125760649,45810,65989.0,0.305793389807,23922,57663.0,0.585141251756,7052,0.0,0.0,25133,10936.0,1.29818946598,9491,62829.0,0.848939184135,3901,894.0,3.36353467562,6410,774.0,7.28165374677,32566,13092.0,1.48747326612,21191,76961.0,0.724652746196,24944,54202.0,0.539795579499,67424,25542.0,1.63973063973,18652,4386.0,3.25262197902,441918.0,505031,446009,0,446009,0
1421,19305,41590.0,0.535825919692,42940,7720.0,4.5621761658,27102,62965.0,0.569570396252,4598,1768.0,1.60067873303,10949,1391.0,6.87131560029,17421,4004.0,3.3508991009,37228,12325.0,2.02052738337,45779,65989.0,0.306263165073,23937,57663.0,0.584881119609,7051,0.0,0.0,25121,10936.0,1.29709217264,9505,62829.0,0.848716357096,3900,894.0,3.36241610738,6411,774.0,7.28294573643,32561,13092.0,1.4870913535,21217,76961.0,0.724314912748,24963,54202.0,0.539445038928,67372,25542.0,1.63769477723,18649,4386.0,3.2519379845,441760.0,505031,446009,0,446009,0
1422,19313,41590.0,0.535633565761,42921,7720.0,4.55971502591,27148,62965.0,0.568839831653,4603,1768.0,1.60350678733,10963,1391.0,6.88138030194,17424,4004.0,3.35164835165,37225,12325.0,2.02028397566,45752,65989.0,0.306672324175,23957,57663.0,0.584534276746,7046,0.0,0.0,25111,10936.0,1.29617776152,9522,62829.0,0.848445781407,3896,894.0,3.35794183445,6411,774.0,7.28294573643,32532,13092.0,1.48487626031,21238,76961.0,0.724042047271,24975,54202.0,0.539223644884,67319,25542.0,1.63561976353,18653,4386.0,3.2528499772,441566.0,505031,446009,0,446009,0
1423,19330,41590.0,0.535224813657,42925,7720.0,4.56023316062,27172,62965.0,0.568458667514,4611,1768.0,1.60803167421,10968,1391.0,6.88497483825,17424,4004.0,3.35164835165,37217,12325.0,2.01963488844,45708,65989.0,0.307339101972,23981,57663.0,0.584118065311,7049,0.0,0.0,25096,10936.0,1.29480614484,9533,62829.0,0.848270703019,3890,894.0,3.35123042506,6412,774.0,7.2842377261,32516,13092.0,1.48365413993,21275,76961.0,0.723561284287,24991,54202.0,0.538928452825,67265,25542.0,1.63350559862,18646,4386.0,3.25125398997,441396.0,505031,446009,0,446009,0
1424,19361,41590.0,0.534479442174,42922,7720.0,4.55984455959,27208,62965.0,0.567886921305,4610,1768.0,1.60746606335,10970,1391.0,6.88641265277,17425,4004.0,3.3518981019,37217,12325.0,2.01963488844,45672,65989.0,0.307884647441,24007,57663.0,0.583667169589,7045,0.0,0.0,25078,10936.0,1.29316020483,9543,62829.0,0.848111540849,3895,894.0,3.35682326622,6413,774.0,7.28552971576,32497,13092.0,1.48220287198,21295,76961.0,0.723301412404,24992,54202.0,0.538910003321,67220,25542.0,1.63174379453,18639,4386.0,3.24965800274,441220.0,505031,446009,0,446009,0
1425,19373,41590.0,0.534190911277,42942,7720.0,4.56243523316,27247,62965.0,0.56726752958,4616,1768.0,1.61085972851,10985,1391.0,6.89719626168,17419,4004.0,3.3503996004,37219,12325.0,2.01979716024,45639,65989.0,0.308384730788,24019,57663.0,0.583459063871,7050,0.0,0.0,25060,10936.0,1.29151426481,9544,62829.0,0.848095624632,3894,894.0,3.35570469799,6408,774.0,7.27906976744,32469,13092.0,1.48006416132,21318,76961.0,0.723002559738,25017,54202.0,0.538448765728,67159,25542.0,1.62935557122,18631,4386.0,3.24783401733,441062.0,505031,446009,0,446009,0
1426,19385,41590.0,0.53390238038,42937,7720.0,4.56178756477,27268,62965.0,0.566934010958,4618,1768.0,1.61199095023,10985,1391.0,6.89719626168,17417,4004.0,3.3499000999,37213,12325.0,2.01931034483,45586,65989.0,0.309187894952,24053,57663.0,0.582869431004,7051,0.0,0.0,25046,10936.0,1.29023408925,9559,62829.0,0.847856881376,3898,894.0,3.36017897092,6409,774.0,7.28036175711,32463,13092.0,1.47960586618,21350,76961.0,0.722586764725,25034,54202.0,0.538135124165,67109,25542.0,1.62739801112,18628,4386.0,3.2471500228,440906.0,505031,446009,0,446009,0
1427,19382,41590.0,0.533974513104,42948,7720.0,4.56321243523,27302,62965.0,0.566394028428,4623,1768.0,1.61481900452,10987,1391.0,6.8986340762,17422,4004.0,3.35114885115,37203,12325.0,2.0184989858,45548,65989.0,0.309763748504,24057,57663.0,0.582800062432,7049,0.0,0.0,25021,10936.0,1.28794806145,9567,62829.0,0.84772955164,3897,894.0,3.35906040268,6417,774.0,7.29069767442,32443,13092.0,1.4780782157,21377,76961.0,0.722235937683,25048,54202.0,0.537876831113,67085,25542.0,1.62645838227,18633,4386.0,3.24829001368,440814.0,505031,446009,0,446009,0
1428,19398,41590.0,0.533589805242,42945,7720.0,4.5628238342,27331,62965.0,0.565933455094,4627,1768.0,1.61708144796,10992,1391.0,6.90222861251,17418,4004.0,3.35014985015,37209,12325.0,2.01898580122,45518,65989.0,0.310218369728,24077,57663.0,0.582453219569,7046,0.0,0.0,25007,10936.0,1.28666788588,9578,62829.0,0.847554473253,3895,894.0,3.35682326622,6418,774.0,7.29198966408,32439,13092.0,1.47777268561,21398,76961.0,0.721963072205,25068,54202.0,0.537507841039,67022,25542.0,1.62399185655,18623,4386.0,3.24601003192,440640.0,505031,446009,0,446009,0
1429,19416,41590.0,0.533157008896,42940,7720.0,4.5621761658,27359,62965.0,0.565488763599,4635,1768.0,1.62160633484,10987,1391.0,6.8986340762,17416,4004.0,3.34965034965,37209,12325.0,2.01898580122,45477,65989.0,0.310839685402,24101,57663.0,0.582037008133,7042,0.0,0.0,24994,10936.0,1.28547915143,9588,62829.0,0.847395311082,3895,894.0,3.35682326622,6428,774.0,7.30490956072,32423,13092.0,1.47655056523,21437,76961.0,0.721456322033,25072,54202.0,0.537434043024,66975,25542.0,1.62215175006,18615,4386.0,3.24418604651,440476.0,505031,446009,0,446009,0
1430,19408,41590.0,0.533349362828,42934,7720.0,4.56139896373,27404,62965.0,0.564774080839,4646,1768.0,1.6278280543,10988,1391.0,6.89935298347,17420,4004.0,3.35064935065,37203,12325.0,2.0184989858,45422,65989.0,0.311673157647,24144,57663.0,0.581291295978,7042,0.0,0.0,24973,10936.0,1.28355888808,9602,62829.0,0.847172484044,3893,894.0,3.35458612975,6425,774.0,7.30103359173,32418,13092.0,1.47616865261,21463,76961.0,0.721118488585,25101,54202.0,0.536899007417,66913,25542.0,1.61972437554,18610,4386.0,3.24304605563,440288.0,505031,446009,0,446009,0
1431,19421,41590.0,0.533036787689,42946,7720.0,4.56295336788,27441,62965.0,0.564186452791,4651,1768.0,1.6306561086,10994,1391.0,6.90366642703,17411,4004.0,3.3484015984,37196,12325.0,2.01793103448,45375,65989.0,0.312385397566,24175,57663.0,0.580753689541,7042,0.0,0.0,24951,10936.0,1.28154718361,9606,62829.0,0.847108819176,3891,894.0,3.35234899329,6432,774.0,7.31007751938,32404,13092.0,1.47509929728,21495,76961.0,0.720702693572,25114,54202.0,0.536659163868,66865,25542.0,1.61784511785,18599,4386.0,3.2405380757,440122.0,505031,446009,0,446009,0
1432,19444,41590.0,0.532483770137,42942,7720.0,4.56243523316,27481,62965.0,0.563551179227,4653,1768.0,1.63178733032,11004,1391.0,6.91085549964,17395,4004.0,3.34440559441,37187,12325.0,2.01720081136,45329,65989.0,0.313082483444,24208,57663.0,0.580181398817,7043,0.0,0.0,24946,10936.0,1.28108997805,9612,62829.0,0.847013321874,3892,894.0,3.35346756152,6436,774.0,7.31524547804,32390,13092.0,1.47402994195,21523,76961.0,0.720338872936,25124,54202.0,0.536474668831,66815,25542.0,1.61588755775,18585,4386.0,3.23734610123,439934.0,505031,446009,0,446009,0
1433,19453,41590.0,0.532267371964,42924,7720.0,4.56010362694,27504,62965.0,0.563185896927,4657,1768.0,1.63404977376,11008,1391.0,6.91373112868,17398,4004.0,3.34515484515,37203,12325.0,2.0184989858,45290,65989.0,0.313673491036,24235,57663.0,0.579713160952,7040,0.0,0.0,24935,10936.0,1.28008412582,9625,62829.0,0.846806411052,3893,894.0,3.35458612975,6439,774.0,7.31912144703,32389,13092.0,1.47395355943,21547,76961.0,0.720027026676,25130,54202.0,0.536363971809,66763,25542.0,1.61385169525,18576,4386.0,3.23529411765,439808.0,505031,446009,0,446009,0
1434,19452,41590.0,0.532291416206,42918,7720.0,4.55932642487,27536,62965.0,0.562677678075,4664,1768.0,1.63800904977,11008,1391.0,6.91373112868,17393,4004.0,3.34390609391,37203,12325.0,2.0184989858,45243,65989.0,0.314385730955,24259,57663.0,0.579296949517,7040,0.0,0.0,24925,10936.0,1.2791697147,9634,62829.0,0.846663165099,3898,894.0,3.36017897092,6440,774.0,7.32041343669,32379,13092.0,1.47318973419,21582,76961.0,0.71957225088,25146,54202.0,0.53606877975,66714,25542.0,1.61193328635,18575,4386.0,3.23506611947,439672.0,505031,446009,0,446009,0
1435,19478,41590.0,0.531666265929,42934,7720.0,4.56139896373,27561,62965.0,0.562280632097,4667,1768.0,1.63970588235,11011,1391.0,6.91588785047,17395,4004.0,3.34440559441,37203,12325.0,2.0184989858,45202,65989.0,0.315007046629,24276,57663.0,0.579002133084,7035,0.0,0.0,24910,10936.0,1.27779809802,9653,62829.0,0.846360756975,3899,894.0,3.36129753915,6447,774.0,7.32945736434,32357,13092.0,1.47150931867,21599,76961.0,0.71935135978,25152,54202.0,0.535958082728,66668,25542.0,1.61013233106,18562,4386.0,3.23210214318,439534.0,505031,446009,0,446009,0
1436,19499,41590.0,0.53116133686,42924,7720.0,4.56010362694,27603,62965.0,0.561613594854,4665,1768.0,1.63857466063,11019,1391.0,6.92163910855,17388,4004.0,3.34265734266,37211,12325.0,2.01914807302,45158,65989.0,0.315673824425,24299,57663.0,0.578603263791,7030,0.0,0.0,24899,10936.0,1.27679224579,9656,62829.0,0.846313008324,3906,894.0,3.36912751678,6447,774.0,7.32945736434,32352,13092.0,1.47112740605,21629,76961.0,0.718961551955,25139,54202.0,0.536197926276,66630,25542.0,1.60864458539,18555,4386.0,3.23050615595,439410.0,505031,446009,0,446009,0
1437,19519,41590.0,0.530680452032,42927,7720.0,4.56049222798,27651,62965.0,0.560851266577,4673,1768.0,1.64309954751,11014,1391.0,6.91804457225,17381,4004.0,3.34090909091,37192,12325.0,2.01760649087,45127,65989.0,0.316143599691,24307,57663.0,0.578464526646,7035,0.0,0.0,24887,10936.0,1.27569495245,9667,62829.0,0.846137929937,3912,894.0,3.37583892617,6452,774.0,7.33591731266,32331,13092.0,1.46952337305,21654,76961.0,0.718636712101,25149,54202.0,0.536013431239,66580,25542.0,1.60668702529,18551,4386.0,3.22959416325,439228.0,505031,446009,0,446009,0
1438,19521,41590.0,0.530632363549,42936,7720.0,4.56165803109,27690,62965.0,0.560231874851,4672,1768.0,1.64253393665,11023,1391.0,6.9245147376,17377,4004.0,3.33991008991,37187,12325.0,2.01720081136,45088,65989.0,0.316734607283,24323,57663.0,0.578187052356,7033,0.0,0.0,24863,10936.0,1.27350036576,9686,62829.0,0.845835521813,3915,894.0,3.37919463087,6455,774.0,7.33979328165,32308,13092.0,1.46776657501,21684,76961.0,0.718246904276,25168,54202.0,0.535662890668,66528,25542.0,1.60465116279,18552,4386.0,3.22982216142,439056.0,505031,446009,0,446009,0
1439,19527,41590.0,0.530488098101,42944,7720.0,4.56269430052,27720,62965.0,0.559755419678,4672,1768.0,1.64253393665,11031,1391.0,6.93026599569,17372,4004.0,3.33866133866,37204,12325.0,2.0185801217,45059,65989.0,0.317174074467,24335,57663.0,0.577978946638,7026,0.0,0.0,24845,10936.0,1.27185442575,9690,62829.0,0.845771856945,3919,894.0,3.3836689038,6456,774.0,7.34108527132,32293,13092.0,1.46662083715,21704,76961.0,0.717987032393,25175,54202.0,0.535533744142,66495,25542.0,1.60335917313,18542,4386.0,3.22754217966,438956.0,505031,446009,0,446009,0
1440,19542,41590.0,0.530127434479,42938,7720.0,4.56191709845,27758,62965.0,0.559151909791,4671,1768.0,1.64196832579,11050,1391.0,6.94392523364,17366,4004.0,3.33716283716,37193,12325.0,2.01768762677,45011,65989.0,0.317901468427,24363,57663.0,0.57749336663,7021,0.0,0.0,24836,10936.0,1.27103145574,9702,62829.0,0.845580862341,3916,894.0,3.38031319911,6458,774.0,7.34366925065,32268,13092.0,1.46471127406,21737,76961.0,0.717558243786,25192,54202.0,0.535220102579,66449,25542.0,1.60155821784,18538,4386.0,3.22663018696,438766.0,505031,446009,0,446009,0
1441,19566,41590.0,0.529550372686,42919,7720.0,4.55945595855,27777,62965.0,0.558850154848,4674,1768.0,1.64366515837,11059,1391.0,6.95039539899,17359,4004.0,3.33541458541,37191,12325.0,2.01752535497,44979,65989.0,0.318386397733,24390,57663.0,0.577025128765,7022,0.0,0.0,24830,10936.0,1.27048280907,9709,62829.0,0.845469448821,3916,894.0,3.38031319911,6457,774.0,7.34237726098,32257,13092.0,1.4638710663,21742,76961.0,0.717493275815,25208,54202.0,0.53492491052,66413,25542.0,1.60014877457,18541,4386.0,3.22731418149,438634.0,505031,446009,0,446009,0
1442,19579,41590.0,0.529237797547,42919,7720.0,4.55945595855,27816,62965.0,0.558230763122,4674,1768.0,1.64366515837,11063,1391.0,6.95327102804,17360,4004.0,3.33566433566,37189,12325.0,2.01736308316,44925,65989.0,0.319204715938,24425,57663.0,0.576418153755,7016,0.0,0.0,24817,10936.0,1.26929407462,9712,62829.0,0.84542170017,3920,894.0,3.38478747204,6463,774.0,7.35012919897,32236,13092.0,1.4622670333,21764,76961.0,0.717207416744,25225,54202.0,0.534611268957,66372,25542.0,1.59854357529,18534,4386.0,3.22571819425,438484.0,505031,446009,0,446009,0
1443,19605,41590.0,0.528612647271,42940,7720.0,4.5621761658,27842,62965.0,0.557817835305,4676,1768.0,1.64479638009,11068,1391.0,6.95686556434,17355,4004.0,3.33441558442,37175,12325.0,2.01622718053,44883,65989.0,0.319841185652,24444,57663.0,0.576088653036,7020,0.0,0.0,24791,10936.0,1.26691660571,9719,62829.0,0.845310286651,3924,894.0,3.38926174497,6469,774.0,7.35788113695,32212,13092.0,1.46043385273,21785,76961.0,0.716934551266,25254,54202.0,0.534076233349,66322,25542.0,1.59658601519,18525,4386.0,3.22366621067,438312.0,505031,446009,0,446009,0
1444,19627,41590.0,0.52808367396,42948,7720.0,4.56321243523,27861,62965.0,0.557516080362,4677,1768.0,1.64536199095,11074,1391.0,6.96117900791,17347,4004.0,3.33241758242,37168,12325.0,2.01565922921,44852,65989.0,0.320310960918,24458,57663.0,0.575845863032,7014,0.0,0.0,24773,10936.0,1.26527066569,9724,62829.0,0.845230705566,3929,894.0,3.39485458613,6477,774.0,7.36821705426,32192,13092.0,1.45890620226,21814,76961.0,0.716557737036,25256,54202.0,0.534039334342,66298,25542.0,1.59564638634,18520,4386.0,3.22252621979,438192.0,505031,446009,0,446009,0
1445,19642,41590.0,0.527723010339,42941,7720.0,4.56230569948,27888,62965.0,0.557087270706,4679,1768.0,1.64649321267,11086,1391.0,6.96980589504,17343,4004.0,3.33141858142,37176,12325.0,2.01630831643,44817,65989.0,0.320841352347,24481,57663.0,0.575446993739,7013,0.0,0.0,24761,10936.0,1.26417337235,9733,62829.0,0.845087459613,3927,894.0,3.39261744966,6474,774.0,7.36434108527,32174,13092.0,1.45753131683,21835,76961.0,0.716284871558,25276,54202.0,0.533670344268,66244,25542.0,1.59353222144,18519,4386.0,3.22229822161,438032.0,505031,446009,0,446009,0
1446,19657,41590.0,0.527362346718,42937,7720.0,4.56178756477,27911,62965.0,0.556721988406,4673,1768.0,1.64309954751,11090,1391.0,6.97268152408,17335,4004.0,3.32942057942,37166,12325.0,2.0154969574,44787,65989.0,0.321295973571,24494,57663.0,0.575221545879,7013,0.0,0.0,24752,10936.0,1.26335040234,9745,62829.0,0.844896465008,3936,894.0,3.40268456376,6478,774.0,7.36950904393,32160,13092.0,1.4564619615,21852,76961.0,0.716063980458,25306,54202.0,0.533116859156,66200,25542.0,1.59180956855,18517,4386.0,3.22184222526,437872.0,505031,446009,0,446009,0
1447,19670,41590.0,0.52704977158,42950,7720.0,4.56347150259,27939,62965.0,0.556277296911,4681,1768.0,1.64762443439,11090,1391.0,6.97268152408,17325,4004.0,3.32692307692,37152,12325.0,2.01436105477,44762,65989.0,0.321674824592,24506,57663.0,0.575013440161,7013,0.0,0.0,24746,10936.0,1.26280175567,9759,62829.0,0.84467363797,3937,894.0,3.40380313199,6478,774.0,7.36950904393,32146,13092.0,1.45539260617,21870,76961.0,0.715830095763,25320,54202.0,0.532858566105,66149,25542.0,1.58981285725,18516,4386.0,3.22161422709,437724.0,505031,446009,0,446009,0
1448,19689,41590.0,0.526592930993,42946,7720.0,4.56295336788,27969,62965.0,0.555800841737,4679,1768.0,1.64649321267,11094,1391.0,6.97555715313,17325,4004.0,3.32692307692,37147,12325.0,2.01395537525,44737,65989.0,0.322053675613,24526,57663.0,0.574666597298,7007,0.0,0.0,24741,10936.0,1.26234455011,9771,62829.0,0.844482643365,3937,894.0,3.40380313199,6482,774.0,7.37467700258,32126,13092.0,1.4538649557,21884,76961.0,0.715648185445,25336,54202.0,0.532563374045,66104,25542.0,1.58805105317,18509,4386.0,3.22001823985,437552.0,505031,446009,0,446009,0
1449,19702,41590.0,0.526280355855,42942,7720.0,4.56243523316,28006,62965.0,0.55521321369,4687,1768.0,1.65101809955,11104,1391.0,6.98274622574,17320,4004.0,3.32567432567,37134,12325.0,2.01290060852,44689,65989.0,0.322781069572,24561,57663.0,0.574059622288,7008,0.0,0.0,24724,10936.0,1.26079005121,9775,62829.0,0.844418978497,3933,894.0,3.39932885906,6478,774.0,7.36950904393,32112,13092.0,1.45279560037,21923,76961.0,0.715141435272,25351,54202.0,0.53228663149,66046,25542.0,1.58578028345,18514,4386.0,3.22115823073,437362.0,505031,446009,0,446009,0
1450,19706,41590.0,0.526184178889,42952,7720.0,4.56373056995,28041,62965.0,0.554657349321,4683,1768.0,1.64875565611,11100,1391.0,6.97987059669,17316,4004.0,3.32467532468,37128,12325.0,2.0124137931,44663,65989.0,0.323175074634,24578,57663.0,0.573764805855,7001,0.0,0.0,24716,10936.0,1.26005852231,9780,62829.0,0.844339397412,3938,894.0,3.40492170022,6491,774.0,7.38630490956,32088,13092.0,1.4509624198,21942,76961.0,0.714894556983,25363,54202.0,0.532065237445,66010,25542.0,1.58437084018,18513,4386.0,3.22093023256,437230.0,505031,446009,0,446009,0
